Date,Price,Open,High,Low,Vol.,Change %
10-Oct-21,9430.00,9995.00,10000.00,9420.00,0.10K,-0.02
3-Oct-21,9640.00,9640.00,9640.00,9640.00,,0.00
26-Sep-21,9640.00,9000.00,9980.00,8980.00,3.18K,0.10
19-Sep-21,8775.00,8700.00,9030.00,8670.00,2.77K,-0.02
12-Sep-21,8910.00,8555.00,9260.00,8505.00,7.16K,0.04
5-Sep-21,8555.00,8300.00,8555.00,8300.00,0.75K,0.03
29-Aug-21,8340.00,8120.00,8405.00,8005.00,12.97K,0.03
22-Aug-21,8115.00,8140.00,8300.00,8085.00,112.26K,0.00
15-Aug-21,8155.00,8355.00,8435.00,8110.00,662.52K,-0.02
8-Aug-21,8290.00,8300.00,8300.00,8300.00,0.01K,0.01
1-Aug-21,8230.00,8230.00,8230.00,8230.00,,0.00
25-Jul-21,8230.00,8255.00,8255.00,8200.00,0.02K,0.00
18-Jul-21,8260.00,8335.00,8490.00,8245.00,0.04K,0.02
11-Jul-21,8100.00,8100.00,8100.00,8100.00,0.00K,0.00
4-Jul-21,8095.00,8095.00,8095.00,8095.00,,0.00
27-Jun-21,8095.00,8000.00,8185.00,8000.00,0.01K,0.04
20-Jun-21,7785.00,7730.00,7785.00,7730.00,0.01K,0.03
13-Jun-21,7535.00,7430.00,7660.00,7410.00,0.07K,0.00
6-Jun-21,7535.00,7540.00,7540.00,7535.00,0.01K,-0.01
30-May-21,7625.00,7700.00,7700.00,7515.00,0.04K,-0.02
23-May-21,7805.00,7655.00,8015.00,7605.00,0.08K,-0.01
16-May-21,7855.00,8155.00,8495.00,7720.00,1.69K,-0.06
9-May-21,8340.00,8580.00,8585.00,8250.00,3.82K,-0.02
2-May-21,8520.00,8350.00,8610.00,8350.00,9.48K,0.03
25-Apr-21,8300.00,8165.00,8380.00,8120.00,91.67K,0.02
18-Apr-21,8170.00,8355.00,8455.00,8090.00,334.99K,-0.03
11-Apr-21,8385.00,8250.00,8470.00,8250.00,186.22K,-0.04
4-Apr-21,8740.00,8740.00,8740.00,8740.00,,0.00
28-Mar-21,8740.00,8600.00,8840.00,8475.00,0.66K,0.02
21-Mar-21,8575.00,8680.00,8690.00,8500.00,0.12K,-0.01
14-Mar-21,8635.00,8980.00,9150.00,8585.00,0.37K,-0.02
7-Mar-21,8850.00,9080.00,9080.00,8810.00,0.13K,0.00
28-Feb-21,8885.00,8870.00,8870.00,8640.00,0.14K,0.00
21-Feb-21,8870.00,8890.00,9080.00,8510.00,1.41K,0.12
14-Feb-21,7955.00,7970.00,7970.00,7970.00,0.01K,0.00
7-Feb-21,7970.00,7970.00,7970.00,7970.00,,0.00
31-Jan-21,7970.00,7915.00,7920.00,7915.00,0.01K,0.01
24-Jan-21,7930.00,7810.00,8020.00,7680.00,0.55K,0.02
17-Jan-21,7780.00,7600.00,7860.00,7505.00,3.85K,0.00
10-Jan-21,7765.00,7665.00,7690.00,7430.00,2.04K,0.00
3-Jan-21,7775.00,7650.00,7950.00,7640.00,4.61K,0.02
27-Dec-20,7600.00,7675.00,7760.00,7460.00,21.64K,-0.02
20-Dec-20,7735.00,7925.00,7990.00,7650.00,115.63K,-0.02
13-Dec-20,7905.00,8300.00,8300.00,7700.00,459.13K,-0.02
6-Dec-20,8100.00,8150.00,8150.00,8100.00,0.02K,0.00
29-Nov-20,8120.00,7875.00,8150.00,7875.00,0.08K,0.01
22-Nov-20,8065.00,7890.00,8260.00,7810.00,0.28K,0.02
15-Nov-20,7890.00,7690.00,8015.00,7690.00,0.06K,0.07
8-Nov-20,7350.00,7350.00,7350.00,7350.00,,0.00
1-Nov-20,7350.00,7350.00,7400.00,7300.00,0.01K,0.01
25-Oct-20,7270.00,7345.00,7440.00,7110.00,0.18K,0.01
18-Oct-20,7185.00,7240.00,7295.00,7145.00,0.16K,-0.01
11-Oct-20,7285.00,7365.00,7430.00,7355.00,0.10K,0.02
4-Oct-20,7125.00,7125.00,7125.00,7125.00,,0.00
27-Sep-20,7125.00,7250.00,7250.00,7095.00,0.42K,-0.02
20-Sep-20,7250.00,7355.00,7470.00,7135.00,0.51K,-0.02
