Continent,Country,Year,Export/import,Plastic Type,Ban,Trade Value
Africa,Egypt,1995,Export,All Scrap Plastics,No,29052
Asia,United Arab Emirates,1995,Export,All Scrap Plastics,No,17925
Asia,Bangladesh,1995,Export,All Scrap Plastics,No,637
Asia,Hong Kong,1995,Export,All Scrap Plastics,No,330439
Asia,South Korea,1995,Export,All Scrap Plastics,No,83207
Asia,Sri Lanka,1995,Export,All Scrap Plastics,No,1298
Asia,Saudi Arabia,1995,Export,All Scrap Plastics,No,276893
Europe,Belgium-Luxembourg,1995,Export,All Scrap Plastics,No,11564
Europe,Switzerland,1995,Export,All Scrap Plastics,No,109827
Europe,Germany,1995,Export,All Scrap Plastics,No,47473
Europe,Spain,1995,Export,All Scrap Plastics,No,46095
Europe,United Kingdom,1995,Export,All Scrap Plastics,No,8907
Europe,Ireland,1995,Export,All Scrap Plastics,No,1773675
Europe,Italy,1995,Export,All Scrap Plastics,No,159807
Europe,Russia,1995,Export,All Scrap Plastics,No,38865
North America,United States,1995,Export,All Scrap Plastics,No,101526
Africa,Democratic Republic of the Congo,1996,Export,All Scrap Plastics,No,4187
Africa,Morocco,1996,Export,All Scrap Plastics,No,12439
Africa,Uganda,1996,Export,All Scrap Plastics,No,599
Africa,South Africa,1996,Export,All Scrap Plastics,No,25598
Asia,United Arab Emirates,1996,Export,All Scrap Plastics,No,47520
Asia,Hong Kong,1996,Export,All Scrap Plastics,No,209651
Asia,South Korea,1996,Export,All Scrap Plastics,No,26893
Asia,Malaysia,1996,Export,All Scrap Plastics,No,122914
Asia,Saudi Arabia,1996,Export,All Scrap Plastics,No,170657
Europe,Germany,1996,Export,All Scrap Plastics,No,1750
Europe,Ireland,1996,Export,All Scrap Plastics,No,742941
Europe,Italy,1996,Export,All Scrap Plastics,No,49585
North America,United States,1996,Export,All Scrap Plastics,No,38161
South America,Brazil,1996,Export,All Scrap Plastics,No,527
Africa,Egypt,1997,Export,All Scrap Plastics,No,6182
Africa,Ethiopia,1997,Export,All Scrap Plastics,No,5496
Africa,Kenya,1997,Export,All Scrap Plastics,No,14763
Africa,South Africa,1997,Export,All Scrap Plastics,No,13999
Asia,United Arab Emirates,1997,Export,All Scrap Plastics,No,62972
Asia,Bangladesh,1997,Export,All Scrap Plastics,No,10034
Asia,Hong Kong,1997,Export,All Scrap Plastics,No,225132
Asia,Jordan,1997,Export,All Scrap Plastics,No,8633
Asia,South Korea,1997,Export,All Scrap Plastics,No,9304
Asia,Malaysia,1997,Export,All Scrap Plastics,No,1681
Asia,Saudi Arabia,1997,Export,All Scrap Plastics,No,16972
Asia,Vietnam,1997,Export,All Scrap Plastics,No,41631
Europe,Germany,1997,Export,All Scrap Plastics,No,35369
Europe,United Kingdom,1997,Export,All Scrap Plastics,No,6265
Europe,Italy,1997,Export,All Scrap Plastics,No,9336
Europe,Russia,1997,Export,All Scrap Plastics,No,57747
North America,Mexico,1997,Export,All Scrap Plastics,No,877
North America,United States,1997,Export,All Scrap Plastics,No,94766
Africa,Ethiopia,1998,Export,All Scrap Plastics,No,2069
Africa,Madagascar,1998,Export,All Scrap Plastics,No,29879
Africa,Mauritius,1998,Export,All Scrap Plastics,No,1744
Africa,Uganda,1998,Export,All Scrap Plastics,No,9023
Asia,United Arab Emirates,1998,Export,All Scrap Plastics,No,24611
Asia,Bhutan,1998,Export,All Scrap Plastics,No,6950
Asia,Cyprus,1998,Export,All Scrap Plastics,No,39330
Asia,Hong Kong,1998,Export,All Scrap Plastics,No,453012
Asia,Sri Lanka,1998,Export,All Scrap Plastics,No,1330
Asia,Malaysia,1998,Export,All Scrap Plastics,No,44955
Asia,Nepal,1998,Export,All Scrap Plastics,No,3415
Asia,Saudi Arabia,1998,Export,All Scrap Plastics,No,5613
Asia,Singapore,1998,Export,All Scrap Plastics,No,1774
Asia,Chinese Taipei,1998,Export,All Scrap Plastics,No,61408
Europe,Germany,1998,Export,All Scrap Plastics,No,39288
Europe,United Kingdom,1998,Export,All Scrap Plastics,No,5794
Europe,Iceland,1998,Export,All Scrap Plastics,No,8251
Europe,Italy,1998,Export,All Scrap Plastics,No,38487
Europe,Netherlands,1998,Export,All Scrap Plastics,No,39739
Europe,Ukraine,1998,Export,All Scrap Plastics,No,12088
North America,Canada,1998,Export,All Scrap Plastics,No,29286
North America,Mexico,1998,Export,All Scrap Plastics,No,511
North America,United States,1998,Export,All Scrap Plastics,No,179421
Africa,Ethiopia,1999,Export,All Scrap Plastics,No,942
Africa,Kenya,1999,Export,All Scrap Plastics,No,5979
Africa,Tanzania,1999,Export,All Scrap Plastics,No,580
Asia,United Arab Emirates,1999,Export,All Scrap Plastics,No,5688
Asia,Bangladesh,1999,Export,All Scrap Plastics,No,2719
Asia,Hong Kong,1999,Export,All Scrap Plastics,No,490282
Asia,Sri Lanka,1999,Export,All Scrap Plastics,No,2584
Asia,Malaysia,1999,Export,All Scrap Plastics,No,5847
Asia,Nepal,1999,Export,All Scrap Plastics,No,4926
Asia,Oman,1999,Export,All Scrap Plastics,No,12121
Asia,Saudi Arabia,1999,Export,All Scrap Plastics,No,61211
Asia,Singapore,1999,Export,All Scrap Plastics,No,45258
Europe,United Kingdom,1999,Export,All Scrap Plastics,No,16807
Europe,Netherlands,1999,Export,All Scrap Plastics,No,37960
Europe,Sweden,1999,Export,All Scrap Plastics,No,2004
North America,Canada,1999,Export,All Scrap Plastics,No,26009
North America,Panama,1999,Export,All Scrap Plastics,No,9018
North America,United States,1999,Export,All Scrap Plastics,No,282382
South America,Brazil,1999,Export,All Scrap Plastics,No,13760
Africa,Ghana,2000,Export,All Scrap Plastics,No,11624
Africa,Tanzania,2000,Export,All Scrap Plastics,No,1236
Africa,Uganda,2000,Export,All Scrap Plastics,No,18288
Asia,United Arab Emirates,2000,Export,All Scrap Plastics,No,75646
Asia,Bangladesh,2000,Export,All Scrap Plastics,No,7757
Asia,China,2000,Export,All Scrap Plastics,No,130820
Asia,Hong Kong,2000,Export,All Scrap Plastics,No,313385
Asia,Kuwait,2000,Export,All Scrap Plastics,No,121
Asia,Sri Lanka,2000,Export,All Scrap Plastics,No,7579
Asia,Malaysia,2000,Export,All Scrap Plastics,No,7091
Asia,Nepal,2000,Export,All Scrap Plastics,No,1190
Asia,Oman,2000,Export,All Scrap Plastics,No,1495
Asia,Saudi Arabia,2000,Export,All Scrap Plastics,No,67499
Asia,Singapore,2000,Export,All Scrap Plastics,No,159631
Europe,Austria,2000,Export,All Scrap Plastics,No,4226
Europe,Belgium,2000,Export,All Scrap Plastics,No,86016
Europe,Germany,2000,Export,All Scrap Plastics,No,79125
Europe,Spain,2000,Export,All Scrap Plastics,No,1727
Europe,Finland,2000,Export,All Scrap Plastics,No,50060
Europe,France,2000,Export,All Scrap Plastics,No,2879
Europe,United Kingdom,2000,Export,All Scrap Plastics,No,22326
Europe,Italy,2000,Export,All Scrap Plastics,No,41757
Europe,Netherlands,2000,Export,All Scrap Plastics,No,19624
Europe,Sweden,2000,Export,All Scrap Plastics,No,4376
North America,Canada,2000,Export,All Scrap Plastics,No,654
North America,United States,2000,Export,All Scrap Plastics,No,96605
South America,Brazil,2000,Export,All Scrap Plastics,No,30754
Africa,Ethiopia,2001,Export,All Scrap Plastics,No,1198
Africa,Ghana,2001,Export,All Scrap Plastics,No,7019
Africa,Kenya,2001,Export,All Scrap Plastics,No,406
Africa,Nigeria,2001,Export,All Scrap Plastics,No,1646
Africa,Tanzania,2001,Export,All Scrap Plastics,No,18341
Asia,United Arab Emirates,2001,Export,All Scrap Plastics,No,33387
Asia,Bangladesh,2001,Export,All Scrap Plastics,No,9177
Asia,China,2001,Export,All Scrap Plastics,No,102110
Asia,Hong Kong,2001,Export,All Scrap Plastics,No,1621224
Asia,Indonesia,2001,Export,All Scrap Plastics,No,43
Asia,Japan,2001,Export,All Scrap Plastics,No,76210
Asia,South Korea,2001,Export,All Scrap Plastics,No,8887
Asia,Sri Lanka,2001,Export,All Scrap Plastics,No,6541
Asia,Burma,2001,Export,All Scrap Plastics,No,111792
Asia,Malaysia,2001,Export,All Scrap Plastics,No,9989
Asia,Nepal,2001,Export,All Scrap Plastics,No,322
Asia,Oman,2001,Export,All Scrap Plastics,No,6879
Asia,Saudi Arabia,2001,Export,All Scrap Plastics,No,23314
Asia,Singapore,2001,Export,All Scrap Plastics,No,58263
Asia,Vietnam,2001,Export,All Scrap Plastics,No,97094
Europe,Belgium,2001,Export,All Scrap Plastics,No,271861
Europe,Germany,2001,Export,All Scrap Plastics,No,1817
Europe,Spain,2001,Export,All Scrap Plastics,No,188
Europe,France,2001,Export,All Scrap Plastics,No,11439
Europe,United Kingdom,2001,Export,All Scrap Plastics,No,60377
Europe,Italy,2001,Export,All Scrap Plastics,No,57005
Europe,Netherlands,2001,Export,All Scrap Plastics,No,10389
North America,Mexico,2001,Export,All Scrap Plastics,No,4349
North America,United States,2001,Export,All Scrap Plastics,No,113658
Africa,Republic of the Congo,2002,Export,All Scrap Plastics,No,2652
Africa,Ethiopia,2002,Export,All Scrap Plastics,No,1166
Africa,Ghana,2002,Export,All Scrap Plastics,No,12452
Africa,Morocco,2002,Export,All Scrap Plastics,No,19362
Africa,Mozambique,2002,Export,All Scrap Plastics,No,891
Africa,Mauritius,2002,Export,All Scrap Plastics,No,295
Africa,Nigeria,2002,Export,All Scrap Plastics,No,2726
Africa,Tanzania,2002,Export,All Scrap Plastics,No,10981
Africa,Uganda,2002,Export,All Scrap Plastics,No,6948
Africa,South Africa,2002,Export,All Scrap Plastics,No,2711
Africa,Zambia,2002,Export,All Scrap Plastics,No,3082
Asia,United Arab Emirates,2002,Export,All Scrap Plastics,No,40461
Asia,Bangladesh,2002,Export,All Scrap Plastics,No,2368
Asia,China,2002,Export,All Scrap Plastics,No,68800
Asia,Hong Kong,2002,Export,All Scrap Plastics,No,410013
Asia,Israel,2002,Export,All Scrap Plastics,No,1024
Asia,Sri Lanka,2002,Export,All Scrap Plastics,No,5877
Asia,Malaysia,2002,Export,All Scrap Plastics,No,29514
Asia,Nepal,2002,Export,All Scrap Plastics,No,9845
Asia,Qatar,2002,Export,All Scrap Plastics,No,1482
Asia,Saudi Arabia,2002,Export,All Scrap Plastics,No,259360
Asia,Singapore,2002,Export,All Scrap Plastics,No,5521
Asia,Chinese Taipei,2002,Export,All Scrap Plastics,No,36
Europe,Austria,2002,Export,All Scrap Plastics,No,4682
Europe,Belgium,2002,Export,All Scrap Plastics,No,397575
Europe,Germany,2002,Export,All Scrap Plastics,No,36518
Europe,Spain,2002,Export,All Scrap Plastics,No,8335
Europe,France,2002,Export,All Scrap Plastics,No,8336
Europe,United Kingdom,2002,Export,All Scrap Plastics,No,31417
Europe,Italy,2002,Export,All Scrap Plastics,No,7606
Europe,Netherlands,2002,Export,All Scrap Plastics,No,694
Europe,Poland,2002,Export,All Scrap Plastics,No,4460
Europe,Slovakia,2002,Export,All Scrap Plastics,No,2983
Europe,Sweden,2002,Export,All Scrap Plastics,No,3343
North America,United States,2002,Export,All Scrap Plastics,No,119710
Oceania,Australia,2002,Export,All Scrap Plastics,No,17812
Africa,Democratic Republic of the Congo,2003,Export,All Scrap Plastics,No,5021
Africa,Djibouti,2003,Export,All Scrap Plastics,No,432
Africa,Egypt,2003,Export,All Scrap Plastics,No,14143
Africa,Ethiopia,2003,Export,All Scrap Plastics,No,24813
Africa,Ghana,2003,Export,All Scrap Plastics,No,7807
Africa,Kenya,2003,Export,All Scrap Plastics,No,332
Africa,Mauritius,2003,Export,All Scrap Plastics,No,177
Africa,Nigeria,2003,Export,All Scrap Plastics,No,19227
Africa,Sudan,2003,Export,All Scrap Plastics,No,1472
Africa,Sierra Leone,2003,Export,All Scrap Plastics,No,1472
Africa,Uganda,2003,Export,All Scrap Plastics,No,7287
Africa,South Africa,2003,Export,All Scrap Plastics,No,21144
Africa,Zambia,2003,Export,All Scrap Plastics,No,11788
Asia,United Arab Emirates,2003,Export,All Scrap Plastics,No,73450
Asia,Bangladesh,2003,Export,All Scrap Plastics,No,44034
Asia,China,2003,Export,All Scrap Plastics,No,690170
Asia,Hong Kong,2003,Export,All Scrap Plastics,No,601307
Asia,Indonesia,2003,Export,All Scrap Plastics,No,49631
Asia,Israel,2003,Export,All Scrap Plastics,No,6
Asia,Japan,2003,Export,All Scrap Plastics,No,1794
Asia,Lebanon,2003,Export,All Scrap Plastics,No,189966
Asia,Sri Lanka,2003,Export,All Scrap Plastics,No,10580
Asia,Burma,2003,Export,All Scrap Plastics,No,275386
Asia,Malaysia,2003,Export,All Scrap Plastics,No,15075
Asia,Nepal,2003,Export,All Scrap Plastics,No,36518
Asia,Saudi Arabia,2003,Export,All Scrap Plastics,No,225092
Asia,Singapore,2003,Export,All Scrap Plastics,No,20128
Asia,Vietnam,2003,Export,All Scrap Plastics,No,158869
Asia,Chinese Taipei,2003,Export,All Scrap Plastics,No,11948
Europe,Austria,2003,Export,All Scrap Plastics,No,112
Europe,Belgium,2003,Export,All Scrap Plastics,No,31243
Europe,Switzerland,2003,Export,All Scrap Plastics,No,3696
Europe,Germany,2003,Export,All Scrap Plastics,No,434
Europe,Finland,2003,Export,All Scrap Plastics,No,223
Europe,United Kingdom,2003,Export,All Scrap Plastics,No,2559
Europe,Ireland,2003,Export,All Scrap Plastics,No,34
Europe,Italy,2003,Export,All Scrap Plastics,No,20990
Europe,Netherlands,2003,Export,All Scrap Plastics,No,11981
Europe,Sweden,2003,Export,All Scrap Plastics,No,10387
North America,Canada,2003,Export,All Scrap Plastics,No,31599
North America,Trinidad and Tobago,2003,Export,All Scrap Plastics,No,33446
North America,United States,2003,Export,All Scrap Plastics,No,161256
Oceania,Australia,2003,Export,All Scrap Plastics,No,16337
Oceania,Papua New Guinea,2003,Export,All Scrap Plastics,No,7228
South America,Peru,2003,Export,All Scrap Plastics,No,168
Africa,Algeria,2004,Export,All Scrap Plastics,No,985642
Africa,Egypt,2004,Export,All Scrap Plastics,No,314909
Africa,Ethiopia,2004,Export,All Scrap Plastics,No,44386
Africa,Kenya,2004,Export,All Scrap Plastics,No,103379
Africa,Libya,2004,Export,All Scrap Plastics,No,39122
Africa,Morocco,2004,Export,All Scrap Plastics,No,639059
Africa,Mozambique,2004,Export,All Scrap Plastics,No,2774
Africa,Mauritius,2004,Export,All Scrap Plastics,No,1089
Africa,Nigeria,2004,Export,All Scrap Plastics,No,115789
Africa,Tunisia,2004,Export,All Scrap Plastics,No,522597
Africa,Tanzania,2004,Export,All Scrap Plastics,No,119533
Africa,Uganda,2004,Export,All Scrap Plastics,No,70895
Africa,South Africa,2004,Export,All Scrap Plastics,No,437109
Africa,Zambia,2004,Export,All Scrap Plastics,No,261
Asia,United Arab Emirates,2004,Export,All Scrap Plastics,No,405137
Asia,Bangladesh,2004,Export,All Scrap Plastics,No,19462
Asia,Bahrain,2004,Export,All Scrap Plastics,No,5119
Asia,China,2004,Export,All Scrap Plastics,No,2191228
Asia,Hong Kong,2004,Export,All Scrap Plastics,No,395515
Asia,Indonesia,2004,Export,All Scrap Plastics,No,16105
Asia,Iran,2004,Export,All Scrap Plastics,No,591445
Asia,Israel,2004,Export,All Scrap Plastics,No,758918
Asia,Japan,2004,Export,All Scrap Plastics,No,16984
Asia,South Korea,2004,Export,All Scrap Plastics,No,36722
Asia,Kuwait,2004,Export,All Scrap Plastics,No,5765
Asia,Sri Lanka,2004,Export,All Scrap Plastics,No,181769
Asia,Maldives,2004,Export,All Scrap Plastics,No,36310
Asia,Malaysia,2004,Export,All Scrap Plastics,No,30456
Asia,Nepal,2004,Export,All Scrap Plastics,No,10789
Asia,Oman,2004,Export,All Scrap Plastics,No,7911
Asia,Philippines,2004,Export,All Scrap Plastics,No,301716
Asia,Saudi Arabia,2004,Export,All Scrap Plastics,No,534853
Asia,Singapore,2004,Export,All Scrap Plastics,No,6164
Asia,Thailand,2004,Export,All Scrap Plastics,No,631
Asia,Turkey,2004,Export,All Scrap Plastics,No,3053685
Asia,Chinese Taipei,2004,Export,All Scrap Plastics,No,9019
Asia,Yemen,2004,Export,All Scrap Plastics,No,33502
Europe,Austria,2004,Export,All Scrap Plastics,No,22326
Europe,Belgium,2004,Export,All Scrap Plastics,No,21226
Europe,Bulgaria,2004,Export,All Scrap Plastics,No,842994
Europe,Switzerland,2004,Export,All Scrap Plastics,No,433
Europe,Germany,2004,Export,All Scrap Plastics,No,181374
Europe,Denmark,2004,Export,All Scrap Plastics,No,1064
Europe,Spain,2004,Export,All Scrap Plastics,No,60
Europe,France,2004,Export,All Scrap Plastics,No,10505
Europe,United Kingdom,2004,Export,All Scrap Plastics,No,218376
Europe,Croatia,2004,Export,All Scrap Plastics,No,224
Europe,Ireland,2004,Export,All Scrap Plastics,No,3060
Europe,Italy,2004,Export,All Scrap Plastics,No,16853
Europe,Netherlands,2004,Export,All Scrap Plastics,No,101223
Europe,Poland,2004,Export,All Scrap Plastics,No,1902407
Europe,Romania,2004,Export,All Scrap Plastics,No,5670385
Europe,Russia,2004,Export,All Scrap Plastics,No,435682
Europe,Slovakia,2004,Export,All Scrap Plastics,No,94041
Europe,Slovenia,2004,Export,All Scrap Plastics,No,20036
Europe,Sweden,2004,Export,All Scrap Plastics,No,26690
Europe,Yugoslavia,2004,Export,All Scrap Plastics,No,490226
North America,Canada,2004,Export,All Scrap Plastics,No,1922
North America,Trinidad and Tobago,2004,Export,All Scrap Plastics,No,8690
North America,United States,2004,Export,All Scrap Plastics,No,854429
Oceania,Australia,2004,Export,All Scrap Plastics,No,5402
South America,Argentina,2004,Export,All Scrap Plastics,No,6578
South America,Ecuador,2004,Export,All Scrap Plastics,No,13818
South America,Guyana,2004,Export,All Scrap Plastics,No,34040
South America,Uruguay,2004,Export,All Scrap Plastics,No,2572
Africa,Djibouti,2005,Export,All Scrap Plastics,No,683
Africa,Egypt,2005,Export,All Scrap Plastics,No,1880
Africa,Ethiopia,2005,Export,All Scrap Plastics,No,678
Africa,Ghana,2005,Export,All Scrap Plastics,No,2863
Africa,Kenya,2005,Export,All Scrap Plastics,No,6163
Africa,Morocco,2005,Export,All Scrap Plastics,No,30352
Africa,Madagascar,2005,Export,All Scrap Plastics,No,22501
Africa,Mozambique,2005,Export,All Scrap Plastics,No,17321
Africa,Nigeria,2005,Export,All Scrap Plastics,No,18893
Africa,Chad,2005,Export,All Scrap Plastics,No,652
Africa,Tanzania,2005,Export,All Scrap Plastics,No,15524
Africa,South Africa,2005,Export,All Scrap Plastics,No,11899
Africa,Zambia,2005,Export,All Scrap Plastics,No,7723
Asia,United Arab Emirates,2005,Export,All Scrap Plastics,No,83108
Asia,Bangladesh,2005,Export,All Scrap Plastics,No,58613
Asia,Bhutan,2005,Export,All Scrap Plastics,No,3787
Asia,China,2005,Export,All Scrap Plastics,No,3151132
Asia,Cyprus,2005,Export,All Scrap Plastics,No,5925
Asia,Hong Kong,2005,Export,All Scrap Plastics,No,1854254
Asia,Israel,2005,Export,All Scrap Plastics,No,14067
Asia,Japan,2005,Export,All Scrap Plastics,No,65285
Asia,South Korea,2005,Export,All Scrap Plastics,No,58528
Asia,Lebanon,2005,Export,All Scrap Plastics,No,9806
Asia,Sri Lanka,2005,Export,All Scrap Plastics,No,36940
Asia,Malaysia,2005,Export,All Scrap Plastics,No,132017
Asia,Nepal,2005,Export,All Scrap Plastics,No,114434
Asia,Oman,2005,Export,All Scrap Plastics,No,1696
Asia,Pakistan,2005,Export,All Scrap Plastics,No,1033
Asia,Philippines,2005,Export,All Scrap Plastics,No,22358
Asia,North Korea,2005,Export,All Scrap Plastics,No,330
Asia,Qatar,2005,Export,All Scrap Plastics,No,87416
Asia,Saudi Arabia,2005,Export,All Scrap Plastics,No,37000
Asia,Singapore,2005,Export,All Scrap Plastics,No,55742
Asia,Thailand,2005,Export,All Scrap Plastics,No,14391
Asia,Turkmenistan,2005,Export,All Scrap Plastics,No,6530
Asia,Turkey,2005,Export,All Scrap Plastics,No,16350
Asia,Uzbekistan,2005,Export,All Scrap Plastics,No,570
Asia,Vietnam,2005,Export,All Scrap Plastics,No,33639
Asia,Chinese Taipei,2005,Export,All Scrap Plastics,No,14017
Asia,Yemen,2005,Export,All Scrap Plastics,No,3988
Europe,Austria,2005,Export,All Scrap Plastics,No,1079
Europe,Belgium,2005,Export,All Scrap Plastics,No,44370
Europe,Germany,2005,Export,All Scrap Plastics,No,169726
Europe,Spain,2005,Export,All Scrap Plastics,No,7718
Europe,Finland,2005,Export,All Scrap Plastics,No,38423
Europe,France,2005,Export,All Scrap Plastics,No,8504
Europe,United Kingdom,2005,Export,All Scrap Plastics,No,387288
Europe,Italy,2005,Export,All Scrap Plastics,No,94946
Europe,Netherlands,2005,Export,All Scrap Plastics,No,271733
Europe,Poland,2005,Export,All Scrap Plastics,No,95
Europe,Portugal,2005,Export,All Scrap Plastics,No,38241
Europe,Sweden,2005,Export,All Scrap Plastics,No,4493
North America,Canada,2005,Export,All Scrap Plastics,No,77456
North America,United States,2005,Export,All Scrap Plastics,No,1576006
Oceania,Australia,2005,Export,All Scrap Plastics,No,20620
Oceania,Fiji,2005,Export,All Scrap Plastics,No,1504
Oceania,New Zealand,2005,Export,All Scrap Plastics,No,7514
South America,Brazil,2005,Export,All Scrap Plastics,No,37694
South America,Suriname,2005,Export,All Scrap Plastics,No,4034
South America,Uruguay,2005,Export,All Scrap Plastics,No,24162
Africa,Cameroon,2006,Export,All Scrap Plastics,No,1680
Africa,Djibouti,2006,Export,All Scrap Plastics,No,139032
Africa,Egypt,2006,Export,All Scrap Plastics,No,3864
Africa,Ethiopia,2006,Export,All Scrap Plastics,No,10233
Africa,Ghana,2006,Export,All Scrap Plastics,No,884
Africa,Kenya,2006,Export,All Scrap Plastics,No,3223
Africa,Mauritius,2006,Export,All Scrap Plastics,No,60
Africa,Malawi,2006,Export,All Scrap Plastics,No,342
Africa,Nigeria,2006,Export,All Scrap Plastics,No,2642
Africa,Tanzania,2006,Export,All Scrap Plastics,No,39929
Africa,Uganda,2006,Export,All Scrap Plastics,No,588
Africa,South Africa,2006,Export,All Scrap Plastics,No,4266
Asia,United Arab Emirates,2006,Export,All Scrap Plastics,No,272298
Asia,Bangladesh,2006,Export,All Scrap Plastics,No,8045
Asia,Bahrain,2006,Export,All Scrap Plastics,No,12433
Asia,Bhutan,2006,Export,All Scrap Plastics,No,243954
Asia,China,2006,Export,All Scrap Plastics,No,3767312
Asia,Hong Kong,2006,Export,All Scrap Plastics,No,2303311
Asia,Indonesia,2006,Export,All Scrap Plastics,No,84435
Asia,Israel,2006,Export,All Scrap Plastics,No,22806
Asia,Japan,2006,Export,All Scrap Plastics,No,912
Asia,South Korea,2006,Export,All Scrap Plastics,No,11799
Asia,Kuwait,2006,Export,All Scrap Plastics,No,2694
Asia,Sri Lanka,2006,Export,All Scrap Plastics,No,20479
Asia,Maldives,2006,Export,All Scrap Plastics,No,23028
Asia,Malaysia,2006,Export,All Scrap Plastics,No,167877
Asia,Nepal,2006,Export,All Scrap Plastics,No,555520
Asia,Oman,2006,Export,All Scrap Plastics,No,266
Asia,Pakistan,2006,Export,All Scrap Plastics,No,126
Asia,Philippines,2006,Export,All Scrap Plastics,No,536
Asia,Qatar,2006,Export,All Scrap Plastics,No,132686
Asia,Saudi Arabia,2006,Export,All Scrap Plastics,No,11643
Asia,Singapore,2006,Export,All Scrap Plastics,No,22591
Asia,Thailand,2006,Export,All Scrap Plastics,No,35610
Asia,Turkey,2006,Export,All Scrap Plastics,No,80317
Asia,Vietnam,2006,Export,All Scrap Plastics,No,11074
Asia,Chinese Taipei,2006,Export,All Scrap Plastics,No,19538
Europe,Austria,2006,Export,All Scrap Plastics,No,24503
Europe,Belgium,2006,Export,All Scrap Plastics,No,42291
Europe,Switzerland,2006,Export,All Scrap Plastics,No,616
Europe,Germany,2006,Export,All Scrap Plastics,No,36194
Europe,Spain,2006,Export,All Scrap Plastics,No,14204
Europe,Finland,2006,Export,All Scrap Plastics,No,43269
Europe,France,2006,Export,All Scrap Plastics,No,24947
Europe,United Kingdom,2006,Export,All Scrap Plastics,No,284401
Europe,Italy,2006,Export,All Scrap Plastics,No,206755
Europe,Lithuania,2006,Export,All Scrap Plastics,No,76
Europe,Netherlands,2006,Export,All Scrap Plastics,No,653187
Europe,Norway,2006,Export,All Scrap Plastics,No,24581
Europe,Poland,2006,Export,All Scrap Plastics,No,7303
Europe,Russia,2006,Export,All Scrap Plastics,No,23833
Europe,Sweden,2006,Export,All Scrap Plastics,No,8299
North America,Canada,2006,Export,All Scrap Plastics,No,140804
North America,Dominican Republic,2006,Export,All Scrap Plastics,No,19859
North America,Trinidad and Tobago,2006,Export,All Scrap Plastics,No,9491
North America,United States,2006,Export,All Scrap Plastics,No,4741592
Oceania,Australia,2006,Export,All Scrap Plastics,No,44
Oceania,Fiji,2006,Export,All Scrap Plastics,No,449
Oceania,New Zealand,2006,Export,All Scrap Plastics,No,40046
South America,Brazil,2006,Export,All Scrap Plastics,No,514583
Africa,Angola,2007,Export,All Scrap Plastics,No,4061
Africa,Cameroon,2007,Export,All Scrap Plastics,No,4500
Africa,Djibouti,2007,Export,All Scrap Plastics,No,300257
Africa,Egypt,2007,Export,All Scrap Plastics,No,76519
Africa,Ghana,2007,Export,All Scrap Plastics,No,1271
Africa,Kenya,2007,Export,All Scrap Plastics,No,53510
Africa,Mozambique,2007,Export,All Scrap Plastics,No,532
Africa,Nigeria,2007,Export,All Scrap Plastics,No,39081
Africa,Senegal,2007,Export,All Scrap Plastics,No,12406
Africa,Tanzania,2007,Export,All Scrap Plastics,No,23500
Africa,Uganda,2007,Export,All Scrap Plastics,No,717
Africa,Zambia,2007,Export,All Scrap Plastics,No,1749
Asia,United Arab Emirates,2007,Export,All Scrap Plastics,No,142419
Asia,Bangladesh,2007,Export,All Scrap Plastics,No,18818
Asia,Bahrain,2007,Export,All Scrap Plastics,No,18008
Asia,Bhutan,2007,Export,All Scrap Plastics,No,114090
Asia,China,2007,Export,All Scrap Plastics,No,2926641
Asia,Hong Kong,2007,Export,All Scrap Plastics,No,1972275
Asia,Japan,2007,Export,All Scrap Plastics,No,2131
Asia,South Korea,2007,Export,All Scrap Plastics,No,98794
Asia,Kuwait,2007,Export,All Scrap Plastics,No,234901
Asia,Sri Lanka,2007,Export,All Scrap Plastics,No,21107
Asia,Maldives,2007,Export,All Scrap Plastics,No,20175
Asia,Malaysia,2007,Export,All Scrap Plastics,No,11157
Asia,Nepal,2007,Export,All Scrap Plastics,No,745038
Asia,Oman,2007,Export,All Scrap Plastics,No,15208
Asia,North Korea,2007,Export,All Scrap Plastics,No,1761
Asia,Qatar,2007,Export,All Scrap Plastics,No,142872
Asia,Saudi Arabia,2007,Export,All Scrap Plastics,No,261623
Asia,Singapore,2007,Export,All Scrap Plastics,No,17571
Asia,Thailand,2007,Export,All Scrap Plastics,No,19397
Asia,Vietnam,2007,Export,All Scrap Plastics,No,7625632
Asia,Chinese Taipei,2007,Export,All Scrap Plastics,No,5253
Asia,Yemen,2007,Export,All Scrap Plastics,No,11137
Europe,Austria,2007,Export,All Scrap Plastics,No,119
Europe,Belgium,2007,Export,All Scrap Plastics,No,27758
Europe,Germany,2007,Export,All Scrap Plastics,No,12561
Europe,Spain,2007,Export,All Scrap Plastics,No,984922
Europe,Finland,2007,Export,All Scrap Plastics,No,10449
Europe,France,2007,Export,All Scrap Plastics,No,5642
Europe,United Kingdom,2007,Export,All Scrap Plastics,No,21995
Europe,Ireland,2007,Export,All Scrap Plastics,No,27797
Europe,Italy,2007,Export,All Scrap Plastics,No,13477
Europe,Netherlands,2007,Export,All Scrap Plastics,No,34244
Europe,Poland,2007,Export,All Scrap Plastics,No,6143
Europe,Russia,2007,Export,All Scrap Plastics,No,24
Europe,Slovenia,2007,Export,All Scrap Plastics,No,955
