Continent,Country,Year,Export/import,Plastic Type,Ban,Trade Value
Europe,Germany,2013,Export,Polyethylene ,No,161
Europe,Ireland,2013,Export,Polyethylene ,No,44374
North America,Canada,2013,Export,Polyethylene ,No,146
North America,United States,2013,Export,Polyethylene ,No,86715
Asia,China,2014,Export,Polyethylene ,No,181984
Asia,Hong Kong,2014,Export,Polyethylene ,No,150087
Asia,Malaysia,2014,Export,Polyethylene ,No,7502
Asia,Nepal,2014,Export,Polyethylene ,No,852
Asia,Qatar,2014,Export,Polyethylene ,No,39294
Europe,Austria,2014,Export,Polyethylene ,No,294
Europe,Germany,2014,Export,Polyethylene ,No,2758
North America,Canada,2014,Export,Polyethylene ,No,64
North America,United States,2014,Export,Polyethylene ,No,104071
South America,Ecuador,2014,Export,Polyethylene ,No,1391
Africa,Nigeria,2015,Export,Polyethylene ,No,384780
Asia,United Arab Emirates,2015,Export,Polyethylene ,No,12332
Asia,Bangladesh,2015,Export,Polyethylene ,No,54
Asia,Malaysia,2015,Export,Polyethylene ,No,2342
Asia,Oman,2015,Export,Polyethylene ,No,2392
Asia,Qatar,2015,Export,Polyethylene ,No,21376
Asia,Vietnam,2015,Export,Polyethylene ,No,1460
Europe,Austria,2015,Export,Polyethylene ,No,166
Europe,Germany,2015,Export,Polyethylene ,No,70
Europe,United Kingdom,2015,Export,Polyethylene ,No,3836
North America,Canada,2015,Export,Polyethylene ,No,524
North America,United States,2015,Export,Polyethylene ,No,2228
South America,Ecuador,2015,Export,Polyethylene ,No,4139
Africa,Algeria,2016,Export,Polyethylene ,No,236
Africa,Nigeria,2016,Export,Polyethylene ,No,179097
Asia,Malaysia,2016,Export,Polyethylene ,No,3771
Asia,Oman,2016,Export,Polyethylene ,No,22281
Asia,Vietnam,2016,Export,Polyethylene ,No,714
Europe,Austria,2016,Export,Polyethylene ,No,4031
North America,Canada,2016,Export,Polyethylene ,No,173
North America,United States,2016,Export,Polyethylene ,No,22040
Africa,Nigeria,2017,Export,Polyethylene ,No,114868
Africa,Zambia,2017,Export,Polyethylene ,No,8407
Asia,Hong Kong,2017,Export,Polyethylene ,No,3204
Asia,Malaysia,2017,Export,Polyethylene ,No,18477
Asia,Nepal,2017,Export,Polyethylene ,No,26203
Asia,Qatar,2017,Export,Polyethylene ,No,232
Asia,Vietnam,2017,Export,Polyethylene ,No,18119
Asia,Chinese Taipei,2017,Export,Polyethylene ,No,354
Europe,Austria,2017,Export,Polyethylene ,No,1183
Europe,Germany,2017,Export,Polyethylene ,No,11353
Europe,Ireland,2017,Export,Polyethylene ,No,16357
North America,United States,2017,Export,Polyethylene ,No,38890
Africa,Republic of the Congo,2018,Export,Polyethylene ,No,1421
Africa,Mozambique,2018,Export,Polyethylene ,No,45458
Africa,Malawi,2018,Export,Polyethylene ,No,2560
Africa,Nigeria,2018,Export,Polyethylene ,No,254100
Africa,South Africa,2018,Export,Polyethylene ,No,1
Asia,Malaysia,2018,Export,Polyethylene ,No,6745
Asia,Nepal,2018,Export,Polyethylene ,No,11019
Asia,Thailand,2018,Export,Polyethylene ,No,5247
Asia,Vietnam,2018,Export,Polyethylene ,No,2737
Europe,Germany,2018,Export,Polyethylene ,No,22791
North America,United States,2018,Export,Polyethylene ,No,84708
South America,Ecuador,2018,Export,Polyethylene ,No,15550
Africa,Ethiopia,2019,Export,Polyethylene ,Yes,2934
Africa,Nigeria,2019,Export,Polyethylene ,Yes,141769
Africa,Zambia,2019,Export,Polyethylene ,Yes,358
Asia,United Arab Emirates,2019,Export,Polyethylene ,Yes,5206
Asia,Hong Kong,2019,Export,Polyethylene ,Yes,2466
Asia,Malaysia,2019,Export,Polyethylene ,Yes,11730
Asia,Nepal,2019,Export,Polyethylene ,Yes,197
Asia,Qatar,2019,Export,Polyethylene ,Yes,28327
Asia,Vietnam,2019,Export,Polyethylene ,Yes,706
Europe,Austria,2019,Export,Polyethylene ,Yes,500
Europe,Czechia,2019,Export,Polyethylene ,Yes,93
Europe,Germany,2019,Export,Polyethylene ,Yes,314
Europe,Slovakia,2019,Export,Polyethylene ,Yes,841
North America,United States,2019,Export,Polyethylene ,Yes,222951
South America,Ecuador,2019,Export,Polyethylene ,Yes,28670
Africa,Kenya,2020,Export,Polyethylene ,Yes,99820
Africa,Nigeria,2020,Export,Polyethylene ,Yes,585871
Asia,Nepal,2020,Export,Polyethylene ,Yes,14
Europe,Germany,2020,Export,Polyethylene ,Yes,19588
Europe,Finland,2020,Export,Polyethylene ,Yes,462
Europe,Ireland,2020,Export,Polyethylene ,Yes,14121
Europe,Russia,2020,Export,Polyethylene ,Yes,783
North America,Canada,2020,Export,Polyethylene ,Yes,39687
South America,Ecuador,2020,Export,Polyethylene ,Yes,898
Asia,United Arab Emirates,1995,Import,Polyethylene ,Yes,81223
Asia,Bahrain,1995,Import,Polyethylene ,Yes,9907
Asia,Iran,1995,Import,Polyethylene ,Yes,32872
Asia,Japan,1995,Import,Polyethylene ,Yes,7867
Asia,South Korea,1995,Import,Polyethylene ,Yes,28915
Asia,Malaysia,1995,Import,Polyethylene ,Yes,9138
Asia,Saudi Arabia,1995,Import,Polyethylene ,Yes,28380
Asia,Singapore,1995,Import,Polyethylene ,Yes,14713
Asia,Thailand,1995,Import,Polyethylene ,Yes,14177
Asia,Turkey,1995,Import,Polyethylene ,Yes,30063
Asia,Chinese Taipei,1995,Import,Polyethylene ,Yes,28037
Europe,Austria,1995,Import,Polyethylene ,Yes,186653
Europe,Belgium-Luxembourg,1995,Import,Polyethylene ,Yes,138662
Europe,Czechia,1995,Import,Polyethylene ,Yes,2359
Europe,Germany,1995,Import,Polyethylene ,Yes,459181
Europe,Denmark,1995,Import,Polyethylene ,Yes,164302
Europe,France,1995,Import,Polyethylene ,Yes,57480
Europe,United Kingdom,1995,Import,Polyethylene ,Yes,109818
Europe,Italy,1995,Import,Polyethylene ,Yes,20998
Europe,Netherlands,1995,Import,Polyethylene ,Yes,873248
Europe,Sweden,1995,Import,Polyethylene ,Yes,83644
North America,Canada,1995,Import,Polyethylene ,Yes,4386
North America,United States,1995,Import,Polyethylene ,Yes,840025
Oceania,Australia,1995,Import,Polyethylene ,Yes,11214
Oceania,New Zealand,1995,Import,Polyethylene ,Yes,19100
Asia,United Arab Emirates,1996,Import,Polyethylene ,Yes,159385
Asia,Japan,1996,Import,Polyethylene ,Yes,24680
Asia,South Korea,1996,Import,Polyethylene ,Yes,614
Asia,Kuwait,1996,Import,Polyethylene ,Yes,20437
Asia,Malaysia,1996,Import,Polyethylene ,Yes,6492
Asia,Saudi Arabia,1996,Import,Polyethylene ,Yes,14312
Asia,Singapore,1996,Import,Polyethylene ,Yes,12250
Europe,Belgium-Luxembourg,1996,Import,Polyethylene ,Yes,173271
Europe,Switzerland,1996,Import,Polyethylene ,Yes,10141
Europe,Germany,1996,Import,Polyethylene ,Yes,613307
Europe,Denmark,1996,Import,Polyethylene ,Yes,156717
Europe,France,1996,Import,Polyethylene ,Yes,19963
Europe,United Kingdom,1996,Import,Polyethylene ,Yes,13273
Europe,Netherlands,1996,Import,Polyethylene ,Yes,58702
North America,United States,1996,Import,Polyethylene ,Yes,612955
Oceania,Australia,1996,Import,Polyethylene ,Yes,64820
Africa,South Africa,1997,Import,Polyethylene ,Yes,42645
Asia,United Arab Emirates,1997,Import,Polyethylene ,Yes,151489
Asia,Indonesia,1997,Import,Polyethylene ,Yes,17863
Asia,South Korea,1997,Import,Polyethylene ,Yes,104257
Asia,Malaysia,1997,Import,Polyethylene ,Yes,49445
Asia,Saudi Arabia,1997,Import,Polyethylene ,Yes,201197
Asia,Singapore,1997,Import,Polyethylene ,Yes,52974
Asia,Thailand,1997,Import,Polyethylene ,Yes,12041
Asia,Chinese Taipei,1997,Import,Polyethylene ,Yes,221723
Europe,Belgium-Luxembourg,1997,Import,Polyethylene ,Yes,1226033
Europe,Switzerland,1997,Import,Polyethylene ,Yes,10970
Europe,Germany,1997,Import,Polyethylene ,Yes,285492
Europe,Denmark,1997,Import,Polyethylene ,Yes,28103
Europe,France,1997,Import,Polyethylene ,Yes,227567
Europe,United Kingdom,1997,Import,Polyethylene ,Yes,270084
Europe,Netherlands,1997,Import,Polyethylene ,Yes,486412
North America,Canada,1997,Import,Polyethylene ,Yes,12624
North America,United States,1997,Import,Polyethylene ,Yes,438813
Oceania,Australia,1997,Import,Polyethylene ,Yes,12230
Asia,United Arab Emirates,1998,Import,Polyethylene ,Yes,5163
Asia,Japan,1998,Import,Polyethylene ,Yes,1601
Asia,South Korea,1998,Import,Polyethylene ,Yes,181279
Asia,Saudi Arabia,1998,Import,Polyethylene ,Yes,6008
Asia,Singapore,1998,Import,Polyethylene ,Yes,6042
Europe,Belgium-Luxembourg,1998,Import,Polyethylene ,Yes,2174685
Europe,Germany,1998,Import,Polyethylene ,Yes,1238580
Europe,United Kingdom,1998,Import,Polyethylene ,Yes,168167
Europe,Netherlands,1998,Import,Polyethylene ,Yes,624970
North America,Canada,1998,Import,Polyethylene ,Yes,38881
North America,United States,1998,Import,Polyethylene ,Yes,1280752
Africa,Libya,1999,Import,Polyethylene ,Yes,3051
Asia,United Arab Emirates,1999,Import,Polyethylene ,Yes,35022
Asia,South Korea,1999,Import,Polyethylene ,Yes,235565
Asia,Kuwait,1999,Import,Polyethylene ,Yes,32464
Asia,Malaysia,1999,Import,Polyethylene ,Yes,28202
Asia,Saudi Arabia,1999,Import,Polyethylene ,Yes,10029
Asia,Singapore,1999,Import,Polyethylene ,Yes,25748
Europe,Belgium,1999,Import,Polyethylene ,Yes,3155320
Europe,Germany,1999,Import,Polyethylene ,Yes,626656
Europe,Denmark,1999,Import,Polyethylene ,Yes,2916
Europe,Spain,1999,Import,Polyethylene ,Yes,24022
Europe,France,1999,Import,Polyethylene ,Yes,2434
Europe,United Kingdom,1999,Import,Polyethylene ,Yes,143744
Europe,Italy,1999,Import,Polyethylene ,Yes,71839
Europe,Netherlands,1999,Import,Polyethylene ,Yes,288880
North America,Canada,1999,Import,Polyethylene ,Yes,95138
North America,United States,1999,Import,Polyethylene ,Yes,843457
Africa,Libya,2000,Import,Polyethylene ,Yes,2995
Asia,United Arab Emirates,2000,Import,Polyethylene ,Yes,307175
Asia,Bahrain,2000,Import,Polyethylene ,Yes,10864
Asia,Japan,2000,Import,Polyethylene ,Yes,14029
Asia,South Korea,2000,Import,Polyethylene ,Yes,44858
Asia,Kuwait,2000,Import,Polyethylene ,Yes,62800
Asia,Malaysia,2000,Import,Polyethylene ,Yes,147974
Asia,Saudi Arabia,2000,Import,Polyethylene ,Yes,194134
Asia,Singapore,2000,Import,Polyethylene ,Yes,25275
Europe,Belgium,2000,Import,Polyethylene ,Yes,3603935
Europe,Germany,2000,Import,Polyethylene ,Yes,1164148
Europe,Denmark,2000,Import,Polyethylene ,Yes,76662
Europe,France,2000,Import,Polyethylene ,Yes,8910
Europe,United Kingdom,2000,Import,Polyethylene ,Yes,479040
Europe,Ireland,2000,Import,Polyethylene ,Yes,3454
Europe,Italy,2000,Import,Polyethylene ,Yes,6212
Europe,Netherlands,2000,Import,Polyethylene ,Yes,307512
Europe,Sweden,2000,Import,Polyethylene ,Yes,5675
North America,Canada,2000,Import,Polyethylene ,Yes,103990
North America,United States,2000,Import,Polyethylene ,Yes,1037411
Oceania,Australia,2000,Import,Polyethylene ,Yes,29717
Asia,United Arab Emirates,2001,Import,Polyethylene ,Yes,199051
Asia,Bahrain,2001,Import,Polyethylene ,Yes,18617
Asia,Hong Kong,2001,Import,Polyethylene ,Yes,20
Asia,Japan,2001,Import,Polyethylene ,Yes,37050
Asia,South Korea,2001,Import,Polyethylene ,Yes,80762
Asia,Kuwait,2001,Import,Polyethylene ,Yes,3426
Asia,Burma,2001,Import,Polyethylene ,Yes,4496
Asia,Malaysia,2001,Import,Polyethylene ,Yes,50206
Asia,Saudi Arabia,2001,Import,Polyethylene ,Yes,211200
Asia,Singapore,2001,Import,Polyethylene ,Yes,82559
Asia,Thailand,2001,Import,Polyethylene ,Yes,20182
Asia,Chinese Taipei,2001,Import,Polyethylene ,Yes,10082
Europe,Belgium,2001,Import,Polyethylene ,Yes,3424603
Europe,Germany,2001,Import,Polyethylene ,Yes,456393
Europe,Denmark,2001,Import,Polyethylene ,Yes,169020
Europe,Spain,2001,Import,Polyethylene ,Yes,5924
Europe,France,2001,Import,Polyethylene ,Yes,28653
Europe,United Kingdom,2001,Import,Polyethylene ,Yes,91197
Europe,Ireland,2001,Import,Polyethylene ,Yes,2793
Europe,Italy,2001,Import,Polyethylene ,Yes,15636
Europe,Netherlands,2001,Import,Polyethylene ,Yes,200648
Europe,Sweden,2001,Import,Polyethylene ,Yes,35864
North America,Canada,2001,Import,Polyethylene ,Yes,243356
North America,United States,2001,Import,Polyethylene ,Yes,5045020
Oceania,French Polynesia,2001,Import,Polyethylene ,Yes,7130
South America,Brazil,2001,Import,Polyethylene ,Yes,15844
Asia,United Arab Emirates,2002,Import,Polyethylene ,Yes,193709
Asia,China,2002,Import,Polyethylene ,Yes,26692
Asia,Hong Kong,2002,Import,Polyethylene ,Yes,9494
Asia,Indonesia,2002,Import,Polyethylene ,Yes,9719
Asia,South Korea,2002,Import,Polyethylene ,Yes,23118
Asia,Qatar,2002,Import,Polyethylene ,Yes,9074
Asia,Saudi Arabia,2002,Import,Polyethylene ,Yes,3944
Europe,Belgium,2002,Import,Polyethylene ,Yes,2325721
Europe,Germany,2002,Import,Polyethylene ,Yes,429765
Europe,Denmark,2002,Import,Polyethylene ,Yes,214944
Europe,Spain,2002,Import,Polyethylene ,Yes,13595
Europe,France,2002,Import,Polyethylene ,Yes,244174
Europe,United Kingdom,2002,Import,Polyethylene ,Yes,265888
Europe,Ireland,2002,Import,Polyethylene ,Yes,6192
Europe,Netherlands,2002,Import,Polyethylene ,Yes,182708
North America,Canada,2002,Import,Polyethylene ,Yes,348170
North America,United States,2002,Import,Polyethylene ,Yes,2634721
Oceania,French Polynesia,2002,Import,Polyethylene ,Yes,8706
Asia,United Arab Emirates,2003,Import,Polyethylene ,Yes,102568
Asia,China,2003,Import,Polyethylene ,Yes,33045
Asia,South Korea,2003,Import,Polyethylene ,Yes,26911
Asia,Lebanon,2003,Import,Polyethylene ,Yes,19231
Asia,Malaysia,2003,Import,Polyethylene ,Yes,18872
Asia,Saudi Arabia,2003,Import,Polyethylene ,Yes,17851
Asia,Singapore,2003,Import,Polyethylene ,Yes,5258
Asia,Thailand,2003,Import,Polyethylene ,Yes,29974
Asia,Timor-Leste,2003,Import,Polyethylene ,Yes,6174
Asia,Chinese Taipei,2003,Import,Polyethylene ,Yes,9358
Europe,Austria,2003,Import,Polyethylene ,Yes,72085
Europe,Belgium,2003,Import,Polyethylene ,Yes,5454031
Europe,Germany,2003,Import,Polyethylene ,Yes,400000
Europe,Denmark,2003,Import,Polyethylene ,Yes,94138
Europe,Spain,2003,Import,Polyethylene ,Yes,19586
Europe,Finland,2003,Import,Polyethylene ,Yes,9778
Europe,France,2003,Import,Polyethylene ,Yes,114743
Europe,United Kingdom,2003,Import,Polyethylene ,Yes,369819
Europe,Ireland,2003,Import,Polyethylene ,Yes,4077
Europe,Italy,2003,Import,Polyethylene ,Yes,20714
Europe,Netherlands,2003,Import,Polyethylene ,Yes,1167060
North America,Canada,2003,Import,Polyethylene ,Yes,311400
North America,United States,2003,Import,Polyethylene ,Yes,2704700
South America,Brazil,2003,Import,Polyethylene ,Yes,55398
Asia,United Arab Emirates,2004,Import,Polyethylene ,Yes,178038
Asia,Bangladesh,2004,Import,Polyethylene ,Yes,61328
Asia,China,2004,Import,Polyethylene ,Yes,8140
Asia,Indonesia,2004,Import,Polyethylene ,Yes,6236
Asia,Malaysia,2004,Import,Polyethylene ,Yes,6987
Asia,Saudi Arabia,2004,Import,Polyethylene ,Yes,22340
Asia,Singapore,2004,Import,Polyethylene ,Yes,19003
Europe,Austria,2004,Import,Polyethylene ,Yes,96441
Europe,Belgium,2004,Import,Polyethylene ,Yes,4572863
Europe,Switzerland,2004,Import,Polyethylene ,Yes,9933
Europe,Germany,2004,Import,Polyethylene ,Yes,2570000
Europe,Denmark,2004,Import,Polyethylene ,Yes,42067
Europe,Spain,2004,Import,Polyethylene ,Yes,51903
Europe,Finland,2004,Import,Polyethylene ,Yes,32779
Europe,France,2004,Import,Polyethylene ,Yes,519277
Europe,United Kingdom,2004,Import,Polyethylene ,Yes,2255943
Europe,Italy,2004,Import,Polyethylene ,Yes,225916
Europe,Luxembourg,2004,Import,Polyethylene ,Yes,8034
Europe,Netherlands,2004,Import,Polyethylene ,Yes,3886922
Europe,Poland,2004,Import,Polyethylene ,Yes,20674
Europe,Slovenia,2004,Import,Polyethylene ,Yes,6
Europe,Sweden,2004,Import,Polyethylene ,Yes,294053
North America,Canada,2004,Import,Polyethylene ,Yes,445476
North America,United States,2004,Import,Polyethylene ,Yes,3767343
South America,Brazil,2004,Import,Polyethylene ,Yes,13654
Asia,United Arab Emirates,2005,Import,Polyethylene ,Yes,35164
Asia,Bangladesh,2005,Import,Polyethylene ,Yes,33017
Asia,Bahrain,2005,Import,Polyethylene ,Yes,1661
Asia,Bhutan,2005,Import,Polyethylene ,Yes,23187
Asia,China,2005,Import,Polyethylene ,Yes,1707
Asia,South Korea,2005,Import,Polyethylene ,Yes,39745
Asia,Malaysia,2005,Import,Polyethylene ,Yes,148577
Asia,Saudi Arabia,2005,Import,Polyethylene ,Yes,95287
Asia,Singapore,2005,Import,Polyethylene ,Yes,8123
Europe,Austria,2005,Import,Polyethylene ,Yes,66128
Europe,Belgium,2005,Import,Polyethylene ,Yes,6900913
Europe,Germany,2005,Import,Polyethylene ,Yes,88000
Europe,Denmark,2005,Import,Polyethylene ,Yes,154429
Europe,Spain,2005,Import,Polyethylene ,Yes,183180
Europe,Finland,2005,Import,Polyethylene ,Yes,37106
Europe,France,2005,Import,Polyethylene ,Yes,353365
Europe,United Kingdom,2005,Import,Polyethylene ,Yes,933094
Europe,Italy,2005,Import,Polyethylene ,Yes,264712
Europe,Netherlands,2005,Import,Polyethylene ,Yes,3589225
Europe,Poland,2005,Import,Polyethylene ,Yes,106141
Europe,Romania,2005,Import,Polyethylene ,Yes,59971
Europe,Sweden,2005,Import,Polyethylene ,Yes,375261
North America,Canada,2005,Import,Polyethylene ,Yes,171651
North America,Mexico,2005,Import,Polyethylene ,Yes,12878
North America,United States,2005,Import,Polyethylene ,Yes,2987906
Oceania,French Polynesia,2005,Import,Polyethylene ,Yes,18810
Asia,United Arab Emirates,2006,Import,Polyethylene ,Yes,68049
Asia,Bangladesh,2006,Import,Polyethylene ,Yes,4769
Asia,Bhutan,2006,Import,Polyethylene ,Yes,20258
Asia,China,2006,Import,Polyethylene ,Yes,153760
Asia,Japan,2006,Import,Polyethylene ,Yes,7323
Asia,South Korea,2006,Import,Polyethylene ,Yes,10190
Asia,Kuwait,2006,Import,Polyethylene ,Yes,12924
Asia,Malaysia,2006,Import,Polyethylene ,Yes,211115
Asia,Saudi Arabia,2006,Import,Polyethylene ,Yes,459814
Asia,Thailand,2006,Import,Polyethylene ,Yes,13302
Asia,Chinese Taipei,2006,Import,Polyethylene ,Yes,5414
Asia,Yemen,2006,Import,Polyethylene ,Yes,75886
Europe,Austria,2006,Import,Polyethylene ,Yes,79317
Europe,Belgium,2006,Import,Polyethylene ,Yes,8671000
Europe,Germany,2006,Import,Polyethylene ,Yes,1451106
Europe,Denmark,2006,Import,Polyethylene ,Yes,2088
Europe,Spain,2006,Import,Polyethylene ,Yes,183471
Europe,Finland,2006,Import,Polyethylene ,Yes,65694
Europe,France,2006,Import,Polyethylene ,Yes,659054
Europe,United Kingdom,2006,Import,Polyethylene ,Yes,200320
Europe,Greece,2006,Import,Polyethylene ,Yes,91621
Europe,Italy,2006,Import,Polyethylene ,Yes,67150
Europe,Lithuania,2006,Import,Polyethylene ,Yes,120665
Europe,Netherlands,2006,Import,Polyethylene ,Yes,3179888
Europe,Poland,2006,Import,Polyethylene ,Yes,6631
Europe,Russia,2006,Import,Polyethylene ,Yes,8836
Europe,Sweden,2006,Import,Polyethylene ,Yes,325382
North America,Canada,2006,Import,Polyethylene ,Yes,599025
North America,United States,2006,Import,Polyethylene ,Yes,2960091
Oceania,Australia,2006,Import,Polyethylene ,Yes,12887
Oceania,New Zealand,2006,Import,Polyethylene ,Yes,249810
Africa,Uganda,2007,Import,Polyethylene ,Yes,4215
Asia,United Arab Emirates,2007,Import,Polyethylene ,Yes,56965
Asia,Bangladesh,2007,Import,Polyethylene ,Yes,14508
Asia,Bhutan,2007,Import,Polyethylene ,Yes,4622
Asia,South Korea,2007,Import,Polyethylene ,Yes,132029
Asia,Kuwait,2007,Import,Polyethylene ,Yes,52399
Asia,Sri Lanka,2007,Import,Polyethylene ,Yes,14509
Asia,Malaysia,2007,Import,Polyethylene ,Yes,903062
Asia,Pakistan,2007,Import,Polyethylene ,Yes,6409
Asia,Singapore,2007,Import,Polyethylene ,Yes,53838
Asia,Thailand,2007,Import,Polyethylene ,Yes,50183
Asia,Yemen,2007,Import,Polyethylene ,Yes,322457
Europe,Belgium,2007,Import,Polyethylene ,Yes,11966176
Europe,Germany,2007,Import,Polyethylene ,Yes,12281000
Europe,Denmark,2007,Import,Polyethylene ,Yes,9851
Europe,Spain,2007,Import,Polyethylene ,Yes,137666
Europe,Finland,2007,Import,Polyethylene ,Yes,121653
Europe,France,2007,Import,Polyethylene ,Yes,1156764
Europe,United Kingdom,2007,Import,Polyethylene ,Yes,1546482
Europe,Greece,2007,Import,Polyethylene ,Yes,135414
Europe,Italy,2007,Import,Polyethylene ,Yes,987541
Europe,Lithuania,2007,Import,Polyethylene ,Yes,10435
Europe,Netherlands,2007,Import,Polyethylene ,Yes,6544257
Europe,Norway,2007,Import,Polyethylene ,Yes,25890
Europe,Poland,2007,Import,Polyethylene ,Yes,46810
Europe,Portugal,2007,Import,Polyethylene ,Yes,124328
Europe,Romania,2007,Import,Polyethylene ,Yes,137581
Europe,Slovenia,2007,Import,Polyethylene ,Yes,51878
Europe,Sweden,2007,Import,Polyethylene ,Yes,43903
North America,Canada,2007,Import,Polyethylene ,Yes,529288
North America,United States,2007,Import,Polyethylene ,Yes,11756886
Oceania,Australia,2007,Import,Polyethylene ,Yes,25316
Oceania,New Zealand,2007,Import,Polyethylene ,Yes,137942
Africa,South Africa,2008,Import,Polyethylene ,Yes,3032
Asia,United Arab Emirates,2008,Import,Polyethylene ,Yes,292116
Asia,Bangladesh,2008,Import,Polyethylene ,Yes,7480
Asia,China,2008,Import,Polyethylene ,Yes,1107
Asia,Cyprus,2008,Import,Polyethylene ,Yes,11925
Asia,Hong Kong,2008,Import,Polyethylene ,Yes,11915
Asia,Israel,2008,Import,Polyethylene ,Yes,20000
Asia,Japan,2008,Import,Polyethylene ,Yes,19083
Asia,South Korea,2008,Import,Polyethylene ,Yes,175581
Asia,Kuwait,2008,Import,Polyethylene ,Yes,40456
Asia,Sri Lanka,2008,Import,Polyethylene ,Yes,179460
Asia,Malaysia,2008,Import,Polyethylene ,Yes,758012
Asia,Pakistan,2008,Import,Polyethylene ,Yes,24601
Asia,Saudi Arabia,2008,Import,Polyethylene ,Yes,62400
Asia,Singapore,2008,Import,Polyethylene ,Yes,78305
Asia,Yemen,2008,Import,Polyethylene ,Yes,528519
Europe,Austria,2008,Import,Polyethylene ,Yes,4220
Europe,Belgium,2008,Import,Polyethylene ,Yes,9289263
Europe,Germany,2008,Import,Polyethylene ,Yes,2567408
Europe,Spain,2008,Import,Polyethylene ,Yes,788736
Europe,Finland,2008,Import,Polyethylene ,Yes,110969
Europe,France,2008,Import,Polyethylene ,Yes,1604926
Europe,United Kingdom,2008,Import,Polyethylene ,Yes,4073959
Europe,Greece,2008,Import,Polyethylene ,Yes,119157
Europe,Italy,2008,Import,Polyethylene ,Yes,803905
Europe,Netherlands,2008,Import,Polyethylene ,Yes,6662055
Europe,Norway,2008,Import,Polyethylene ,Yes,10707
Europe,Poland,2008,Import,Polyethylene ,Yes,26272
Europe,Portugal,2008,Import,Polyethylene ,Yes,261063
Europe,Romania,2008,Import,Polyethylene ,Yes,111575
Europe,Russia,2008,Import,Polyethylene ,Yes,232634
Europe,Sweden,2008,Import,Polyethylene ,Yes,529220
North America,Canada,2008,Import,Polyethylene ,Yes,705620
North America,Mexico,2008,Import,Polyethylene ,Yes,294757
North America,United States,2008,Import,Polyethylene ,Yes,14701478
Oceania,Australia,2008,Import,Polyethylene ,Yes,119487
Oceania,New Zealand,2008,Import,Polyethylene ,Yes,46225
Africa,Egypt,2009,Import,Polyethylene ,Yes,231
Africa,Uganda,2009,Import,Polyethylene ,Yes,152348
Africa,South Africa,2009,Import,Polyethylene ,Yes,6895
Asia,United Arab Emirates,2009,Import,Polyethylene ,Yes,66093
Asia,Bangladesh,2009,Import,Polyethylene ,Yes,40054
Asia,Cyprus,2009,Import,Polyethylene ,Yes,13824
Asia,Japan,2009,Import,Polyethylene ,Yes,242437
Asia,South Korea,2009,Import,Polyethylene ,Yes,44117
Asia,Kuwait,2009,Import,Polyethylene ,Yes,539900
Asia,Lebanon,2009,Import,Polyethylene ,Yes,109549
Asia,Malaysia,2009,Import,Polyethylene ,Yes,1909857
Asia,Pakistan,2009,Import,Polyethylene ,Yes,9356
Asia,Saudi Arabia,2009,Import,Polyethylene ,Yes,20515
Asia,Singapore,2009,Import,Polyethylene ,Yes,79403
Asia,Chinese Taipei,2009,Import,Polyethylene ,Yes,7856
Asia,Yemen,2009,Import,Polyethylene ,Yes,291656
Europe,Belgium,2009,Import,Polyethylene ,Yes,7362736
Europe,Bulgaria,2009,Import,Polyethylene ,Yes,18525
Europe,Germany,2009,Import,Polyethylene ,Yes,5855155
Europe,Spain,2009,Import,Polyethylene ,Yes,395607
Europe,Finland,2009,Import,Polyethylene ,Yes,67537
Europe,France,2009,Import,Polyethylene ,Yes,690495
Europe,United Kingdom,2009,Import,Polyethylene ,Yes,2581788
Europe,Greece,2009,Import,Polyethylene ,Yes,50163
Europe,Ireland,2009,Import,Polyethylene ,Yes,5043
Europe,Italy,2009,Import,Polyethylene ,Yes,46374
Europe,Netherlands,2009,Import,Polyethylene ,Yes,2117535
Europe,Poland,2009,Import,Polyethylene ,Yes,133665
Europe,Romania,2009,Import,Polyethylene ,Yes,225999
Europe,Russia,2009,Import,Polyethylene ,Yes,169122
Europe,Sweden,2009,Import,Polyethylene ,Yes,125660
North America,Canada,2009,Import,Polyethylene ,Yes,370431
North America,United States,2009,Import,Polyethylene ,Yes,24231907
Oceania,Australia,2009,Import,Polyethylene ,Yes,199951
Asia,United Arab Emirates,2010,Import,Polyethylene ,Yes,84163
Asia,Bangladesh,2010,Import,Polyethylene ,Yes,8181
Asia,Bahrain,2010,Import,Polyethylene ,Yes,14356
Asia,Bhutan,2010,Import,Polyethylene ,Yes,1976
Asia,China,2010,Import,Polyethylene ,Yes,22162
Asia,Cyprus,2010,Import,Polyethylene ,Yes,16058
Asia,Israel,2010,Import,Polyethylene ,Yes,33577
Asia,Japan,2010,Import,Polyethylene ,Yes,416974
Asia,Kuwait,2010,Import,Polyethylene ,Yes,376170
Asia,Lebanon,2010,Import,Polyethylene ,Yes,105605
Asia,Malaysia,2010,Import,Polyethylene ,Yes,3268966
Asia,Saudi Arabia,2010,Import,Polyethylene ,Yes,246135
Asia,Singapore,2010,Import,Polyethylene ,Yes,27818
Asia,Chinese Taipei,2010,Import,Polyethylene ,Yes,89628
Asia,Yemen,2010,Import,Polyethylene ,Yes,51550
Europe,Belgium,2010,Import,Polyethylene ,Yes,4496619
Europe,Bulgaria,2010,Import,Polyethylene ,Yes,95249
Europe,Germany,2010,Import,Polyethylene ,Yes,9357454
Europe,Spain,2010,Import,Polyethylene ,Yes,269643
